"Component Status","Product","Reference","Source","Responsible","Start","End","Deadline","State","Quantity Producing","Quantity To Produce","Total Quantity","Product/Cost","Product/Sales Price"
"Available","[FURN_7023] Wood Panel","WH/MO/06082","SO-7082","Public user","2024-09-12 01:00:00","2024-10-09 01:00:00","2024-11-19 01:00:00","Confirmed","14.0","14.0","14.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/03532","","Public user","2024-09-14 01:00:00","2024-10-19 01:00:00","2024-12-18 01:00:00","Confirmed","18.0","18.0","18.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/03612","","Portal User Template","2024-09-14 01:00:00","2024-10-04 01:00:00","2024-11-01 01:00:00","Confirmed","16.0","16.0","16.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/09527","SO-10527","Portal User Template","2024-09-14 01:00:00","2024-10-22 01:00:00","2024-11-15 01:00:00","In Progress","17.0","17.0","17.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/01292","","Portal User Template","2024-09-15 01:00:00","2024-10-07 01:00:00","2024-12-08 01:00:00","Confirmed","8.0","8.0","8.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/08142","","Mitchell Admin","2024-09-15 01:00:00","2024-09-30 01:00:00","2024-11-30 01:00:00","Confirmed","9.0","9.0","9.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09257","SO-10257","OdooBot","2024-09-15 01:00:00","2024-10-05 01:00:00","2024-11-19 01:00:00","In Progress","4.0","4.0","4.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/06212","","Public user","2024-09-17 01:00:00","2024-10-10 01:00:00","2024-11-14 01:00:00","Confirmed","5.0","5.0","5.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/08537","","Portal User Template","2024-09-17 01:00:00","2024-10-14 01:00:00","2024-10-24 01:00:00","In Progress","17.0","17.0","17.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01577","SO-2577","OdooBot","2024-09-18 01:00:00","2024-10-15 01:00:00","2024-12-22 01:00:00","In Progress","12.0","12.0","12.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06142","","Portal User Template","2024-09-19 01:00:00","2024-10-19 01:00:00","2024-11-12 01:00:00","Confirmed","2.0","2.0","2.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/01857","","Portal User Template","2024-09-21 01:00:00","2024-10-24 01:00:00","2024-11-28 01:00:00","In Progress","11.0","11.0","11.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/05582","SO-6582","Portal User Template","2024-09-22 01:00:00","2024-10-04 01:00:00","2024-10-28 01:00:00","Confirmed","9.0","9.0","9.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/09492","","Public user","2024-09-22 01:00:00","2024-10-29 01:00:00","2024-11-17 01:00:00","Confirmed","18.0","18.0","18.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/00707","","Portal User Template","2024-09-23 01:00:00","2024-10-28 01:00:00","2024-11-08 01:00:00","In Progress","16.0","16.0","16.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01612","SO-2612","Portal User Template","2024-09-25 01:00:00","2024-10-15 01:00:00","2024-11-10 01:00:00","Confirmed","16.0","16.0","16.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/05877","","Default User Template","2024-09-25 01:00:00","2024-10-30 01:00:00","2024-12-02 01:00:00","In Progress","2.0","2.0","2.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/04542","","OdooBot","2024-09-26 01:00:00","2024-10-15 01:00:00","2024-12-18 01:00:00","Confirmed","1.0","1.0","1.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09352","SO-10352","Mitchell Admin","2024-09-26 01:00:00","2024-11-02 01:00:00","2024-11-22 01:00:00","Confirmed","5.0","5.0","5.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/00997","","OdooBot","2024-09-28 01:00:00","2024-10-28 01:00:00","2024-12-01 01:00:00","In Progress","15.0","15.0","15.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/03647","","Mitchell Admin","2024-09-28 01:00:00","2024-10-21 01:00:00","2025-01-01 01:00:00","In Progress","13.0","13.0","13.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/08007","","Portal User Template","2024-09-28 01:00:00","2024-10-16 01:00:00","2024-11-18 01:00:00","In Progress","20.0","20.0","20.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/02937","","Mitchell Admin","2024-09-29 01:00:00","2024-10-10 01:00:00","2024-11-27 01:00:00","In Progress","14.0","14.0","14.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/07717","","OdooBot","2024-09-29 01:00:00","2024-11-01 01:00:00","2024-11-15 01:00:00","In Progress","3.0","3.0","3.0","240.0","380.0"
"Available","[FURN_9666] Table","WH/MO/03987","SO-4987","Public user","2024-09-30 01:00:00","2024-11-07 01:00:00","2024-12-19 01:00:00","In Progress","9.0","9.0","9.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03187","","Public user","2024-10-02 01:00:00","2024-11-14 01:00:00","2024-12-21 01:00:00","In Progress","16.0","16.0","16.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/00797","","Public user","2024-10-03 01:00:00","2024-10-19 01:00:00","2024-11-23 01:00:00","In Progress","4.0","4.0","4.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/04172","","Mitchell Admin","2024-10-03 01:00:00","2024-11-07 01:00:00","2024-12-10 01:00:00","Confirmed","16.0","16.0","16.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/09482","SO-10482","Default User Template","2024-10-03 01:00:00","2024-11-11 01:00:00","2024-12-23 01:00:00","Confirmed","5.0","5.0","5.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/00442","","Portal User Template","2024-10-04 01:00:00","2024-10-28 01:00:00","2024-11-27 01:00:00","Confirmed","2.0","2.0","2.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/03872","","Default User Template","2024-10-05 01:00:00","2024-10-28 01:00:00","2024-11-14 01:00:00","Confirmed","19.0","19.0","19.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/06302","","Portal User Template","2024-10-06 01:00:00","2024-11-07 01:00:00","2024-12-25 01:00:00","Confirmed","1.0","1.0","1.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/02052","","Public user","2024-10-07 01:00:00","2024-10-27 01:00:00","2024-12-09 01:00:00","Confirmed","18.0","18.0","18.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/09222","","Default User Template","2024-10-07 01:00:00","2024-11-06 01:00:00","2024-11-26 01:00:00","Confirmed","20.0","20.0","20.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/00207","","Mitchell Admin","2024-10-08 01:00:00","2024-11-16 01:00:00","2024-11-30 01:00:00","In Progress","14.0","14.0","14.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/04692","","OdooBot","2024-10-08 01:00:00","2024-11-03 01:00:00","2025-01-09 01:00:00","Confirmed","10.0","10.0","10.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/07637","","OdooBot","2024-10-10 01:00:00","2024-10-24 01:00:00","2024-12-29 01:00:00","In Progress","17.0","17.0","17.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/03067","SO-4067","Default User Template","2024-10-13 01:00:00","2024-11-19 01:00:00","2024-11-24 01:00:00","In Progress","7.0","7.0","7.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02377","","Public user","2024-10-14 01:00:00","2024-10-25 01:00:00","2024-11-18 01:00:00","In Progress","3.0","3.0","3.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/07687","","Mitchell Admin","2024-10-14 01:00:00","2024-11-01 01:00:00","2025-01-20 01:00:00","In Progress","10.0","10.0","10.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/08097","","OdooBot","2024-10-15 01:00:00","2024-11-10 01:00:00","2024-12-31 01:00:00","In Progress","20.0","20.0","20.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/06162","","Public user","2024-10-16 01:00:00","2024-11-13 01:00:00","2024-11-26 01:00:00","Confirmed","20.0","20.0","20.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06762","","OdooBot","2024-10-17 01:00:00","2024-11-15 01:00:00","2024-12-30 01:00:00","Confirmed","13.0","13.0","13.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07882","SO-8882","OdooBot","2024-10-17 01:00:00","2024-10-31 01:00:00","2024-12-16 01:00:00","Confirmed","4.0","4.0","4.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05272","SO-6272","OdooBot","2024-10-18 01:00:00","2024-11-08 01:00:00","2024-12-03 01:00:00","Confirmed","14.0","14.0","14.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/08787","SO-9787","Default User Template","2024-10-19 01:00:00","2024-11-20 01:00:00","2025-01-14 01:00:00","In Progress","17.0","17.0","17.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/09182","","Portal User Template","2024-10-19 01:00:00","2024-11-22 01:00:00","2024-12-16 01:00:00","Confirmed","6.0","6.0","6.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06357","SO-7357","Default User Template","2024-10-23 01:00:00","2024-11-11 01:00:00","2025-01-15 01:00:00","In Progress","18.0","18.0","18.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/00227","SO-1227","Default User Template","2024-10-24 01:00:00","2024-11-23 01:00:00","2024-12-08 01:00:00","In Progress","8.0","8.0","8.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/01107","","OdooBot","2024-10-24 01:00:00","2024-11-27 01:00:00","2025-01-05 01:00:00","In Progress","12.0","12.0","12.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/02382","SO-3382","Portal User Template","2024-10-24 01:00:00","2024-11-20 01:00:00","2024-12-04 01:00:00","Confirmed","4.0","4.0","4.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/07792","SO-8792","OdooBot","2024-10-24 01:00:00","2024-11-09 01:00:00","2024-12-28 01:00:00","Confirmed","6.0","6.0","6.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03277","","Portal User Template","2024-10-25 01:00:00","2024-12-03 01:00:00","2024-12-12 01:00:00","In Progress","4.0","4.0","4.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/03812","SO-4812","Default User Template","2024-10-26 01:00:00","2024-11-26 01:00:00","2024-12-16 01:00:00","Confirmed","20.0","20.0","20.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/00917","","Default User Template","2024-10-27 01:00:00","2024-12-02 01:00:00","2024-12-26 01:00:00","In Progress","5.0","5.0","5.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/04942","","Mitchell Admin","2024-10-27 01:00:00","2024-11-12 01:00:00","2025-01-24 01:00:00","Confirmed","13.0","13.0","13.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/07667","","Portal User Template","2024-10-28 01:00:00","2024-11-23 01:00:00","2025-01-11 01:00:00","In Progress","15.0","15.0","15.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09642","SO-10642","Mitchell Admin","2024-10-28 01:00:00","2024-11-18 01:00:00","2024-12-09 01:00:00","Confirmed","8.0","8.0","8.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/01397","SO-2397","Default User Template","2024-10-31 01:00:00","2024-11-19 01:00:00","2025-01-02 01:00:00","In Progress","6.0","6.0","6.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/04451","SO-5451","Portal User Template","2024-01-06 01:00:00","2024-01-21 01:00:00","2024-04-08 01:00:00","Confirmed","14.0","14.0","14.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/07356","","Default User Template","2024-01-08 01:00:00","2024-01-29 01:00:00","2024-02-28 01:00:00","In Progress","6.0","6.0","6.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/09456","","OdooBot","2024-01-09 01:00:00","2024-02-19 01:00:00","2024-02-29 01:00:00","In Progress","6.0","6.0","6.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/01481","","OdooBot","2024-01-10 01:00:00","2024-02-11 01:00:00","2024-03-26 01:00:00","Confirmed","9.0","9.0","9.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/07116","","Public user","2024-01-12 01:00:00","2024-02-04 01:00:00","2024-04-14 01:00:00","In Progress","20.0","20.0","20.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/06316","","Default User Template","2024-01-17 01:00:00","2024-02-05 01:00:00","2024-03-18 01:00:00","In Progress","4.0","4.0","4.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04201","","Default User Template","2024-01-18 01:00:00","2024-02-27 01:00:00","2024-02-23 01:00:00","Confirmed","19.0","19.0","19.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07206","","Mitchell Admin","2024-01-18 01:00:00","2024-02-20 01:00:00","2024-04-11 01:00:00","In Progress","18.0","18.0","18.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/08446","SO-9446","OdooBot","2024-01-19 01:00:00","2024-02-06 01:00:00","2024-03-13 01:00:00","In Progress","17.0","17.0","17.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05471","","Default User Template","2024-01-21 01:00:00","2024-02-05 01:00:00","2024-04-05 01:00:00","Confirmed","18.0","18.0","18.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/07361","","Portal User Template","2024-01-21 01:00:00","2024-02-07 01:00:00","2024-03-01 01:00:00","Confirmed","6.0","6.0","6.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/09136","","Portal User Template","2024-01-21 01:00:00","2024-02-23 01:00:00","2024-03-29 01:00:00","In Progress","13.0","13.0","13.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02201","SO-3201","Public user","2024-01-23 01:00:00","2024-02-28 01:00:00","2024-03-06 01:00:00","Confirmed","14.0","14.0","14.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/08071","","Mitchell Admin","2024-01-23 01:00:00","2024-02-24 01:00:00","2024-03-02 01:00:00","Confirmed","13.0","13.0","13.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09861","","OdooBot","2024-01-23 01:00:00","2024-02-14 01:00:00","2024-04-06 01:00:00","Confirmed","16.0","16.0","16.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/08796","","Default User Template","2024-01-24 01:00:00","2024-02-11 01:00:00","2024-04-06 01:00:00","In Progress","9.0","9.0","9.0","240.0","380.0"
"Available","[FURN_9666] Table","WH/MO/07186","","Default User Template","2024-01-25 01:00:00","2024-02-25 01:00:00","2024-04-20 01:00:00","In Progress","6.0","6.0","6.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03541","","Public user","2024-01-27 01:00:00","2024-03-04 01:00:00","2024-04-04 01:00:00","Confirmed","5.0","5.0","5.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09496","SO-10496","OdooBot","2024-01-28 01:00:00","2024-02-07 01:00:00","2024-04-01 01:00:00","In Progress","3.0","3.0","3.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/01486","","OdooBot","2024-02-01 01:00:00","2024-03-01 01:00:00","2024-04-09 01:00:00","In Progress","1.0","1.0","1.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/05871","","Public user","2024-02-01 01:00:00","2024-03-13 01:00:00","2024-05-07 01:00:00","Confirmed","18.0","18.0","18.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/09946","SO-10946","Mitchell Admin","2024-02-01 01:00:00","2024-02-19 01:00:00","2024-03-19 01:00:00","In Progress","12.0","12.0","12.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/06626","","OdooBot","2024-02-02 01:00:00","2024-03-04 01:00:00","2024-05-02 01:00:00","In Progress","14.0","14.0","14.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05416","SO-6416","OdooBot","2024-02-03 01:00:00","2024-02-19 01:00:00","2024-05-04 01:00:00","In Progress","17.0","17.0","17.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/08401","","Public user","2024-02-03 01:00:00","2024-03-03 01:00:00","2024-04-23 01:00:00","Confirmed","3.0","3.0","3.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09196","SO-10196","Portal User Template","2024-02-03 01:00:00","2024-02-20 01:00:00","2024-03-24 01:00:00","In Progress","4.0","4.0","4.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01776","","OdooBot","2024-02-05 01:00:00","2024-02-19 01:00:00","2024-04-02 01:00:00","In Progress","16.0","16.0","16.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03796","","Portal User Template","2024-02-07 01:00:00","2024-03-03 01:00:00","2024-04-19 01:00:00","In Progress","6.0","6.0","6.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02251","SO-3251","Portal User Template","2024-02-08 01:00:00","2024-03-17 01:00:00","2024-03-25 01:00:00","Confirmed","5.0","5.0","5.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/02026","","Mitchell Admin","2024-02-09 01:00:00","2024-03-06 01:00:00","2024-03-30 01:00:00","In Progress","11.0","11.0","11.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/07016","","Public user","2024-02-09 01:00:00","2024-03-15 01:00:00","2024-04-04 01:00:00","In Progress","13.0","13.0","13.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/08691","SO-9691","Mitchell Admin","2024-02-09 01:00:00","2024-02-25 01:00:00","2024-04-09 01:00:00","Confirmed","17.0","17.0","17.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/07056","SO-8056","Default User Template","2024-02-10 01:00:00","2024-02-22 01:00:00","2024-03-17 01:00:00","In Progress","3.0","3.0","3.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/01641","SO-2641","OdooBot","2024-02-11 01:00:00","2024-03-06 01:00:00","2024-04-04 01:00:00","Confirmed","18.0","18.0","18.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/03431","SO-4431","Mitchell Admin","2024-02-11 01:00:00","2024-03-16 01:00:00","2024-05-03 01:00:00","Confirmed","9.0","9.0","9.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/06896","SO-7896","Portal User Template","2024-02-11 01:00:00","2024-03-13 01:00:00","2024-03-25 01:00:00","In Progress","8.0","8.0","8.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05656","SO-6656","OdooBot","2024-02-12 01:00:00","2024-03-07 01:00:00","2024-05-17 01:00:00","In Progress","2.0","2.0","2.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07666","","Mitchell Admin","2024-02-13 01:00:00","2024-03-07 01:00:00","2024-04-04 01:00:00","In Progress","19.0","19.0","19.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/00041","","Default User Template","2024-02-14 01:00:00","2024-03-08 01:00:00","2024-04-10 01:00:00","Confirmed","16.0","16.0","16.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01601","","Default User Template","2024-02-14 01:00:00","2024-02-26 01:00:00","2024-04-26 01:00:00","Confirmed","17.0","17.0","17.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/07106","SO-8106","Public user","2024-02-14 01:00:00","2024-03-02 01:00:00","2024-03-22 01:00:00","In Progress","11.0","11.0","11.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/04261","SO-5261","Mitchell Admin","2024-02-15 01:00:00","2024-03-04 01:00:00","2024-05-08 01:00:00","Confirmed","14.0","14.0","14.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05111","SO-6111","Public user","2024-02-15 01:00:00","2024-03-02 01:00:00","2024-05-04 01:00:00","Confirmed","10.0","10.0","10.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/04986","SO-5986","Mitchell Admin","2024-02-17 01:00:00","2024-03-11 01:00:00","2024-04-26 01:00:00","In Progress","1.0","1.0","1.0","290.0","520.0"
